data_year,victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,age_range_low_num,age_code_range_high
2021,151361681,137607086,1,1,,,,104,NS,X,99,50,,,
2021,155253804,141004019,1,8,,,,104,NS,X,99,50,,,
2021,159323181,144574741,1,4,,,,46,43,F,10,20,R,43,
2021,151361684,137607089,1,4,,,,40,37,M,10,20,R,37,
2021,151361685,137607090,1,1,,,,104,NS,X,99,50,,,
2021,152387886,138503350,1,4,,,,57,54,M,10,20,R,54,
2021,151361687,137607092,1,4,,,,57,54,F,10,20,R,54,
2021,151361688,137607093,1,8,,,,104,NS,X,99,50,,,
2021,151361689,137607094,1,8,,,,104,NS,X,99,50,,,
2021,151361690,137607095,1,4,,,,39,36,F,20,20,R,36,
2021,159323182,144574742,1,3,,,,104,NS,X,99,50,,,
2021,151361692,137607097,1,8,,,,104,NS,X,99,50,,,
2021,151361693,137607098,1,4,,,,30,27,F,10,20,R,27,
2021,162383223,147251492,1,8,,,,104,NS,X,99,50,,,
2021,162383224,147251492,2,4,,,,32,29,M,10,20,N,29,
2021,151361697,137607101,1,4,,,,68,65,F,10,20,R,65,
2021,151361698,137607102,1,1,,,,104,NS,X,99,50,,,
2021,151361699,137607103,2,4,,,,24,21,F,10,20,,21,
2021,151361700,137607104,1,4,,,,33,30,M,20,20,R,30,
2021,151361701,137607104,2,4,,,,32,29,F,20,20,R,29,
2021,155253807,141004022,1,4,,,,26,23,F,10,20,R,23,
2021,155253808,141004022,2,8,,,,104,NS,X,99,50,,,
2021,159323183,144574743,1,4,,,,60,57,M,10,20,N,57,
2021,159323184,144574744,1,4,,,,71,68,M,10,20,N,68,
2021,152387889,138503352,1,4,,,,35,32,M,10,10,N,32,
2021,152387890,138503352,2,4,,,,32,29,F,10,20,R,29,
2021,156358400,141967370,1,8,,,,104,NS,X,99,50,,,
2021,151361709,137607110,1,3,,,,104,NS,X,99,50,,,
2021,151361710,137607111,1,4,,,,73,70,F,10,20,R,70,
2021,157470201,142942178,2,4,,,,40,37,M,10,20,R,37,
2021,157470202,142942178,3,5,3,6,,33,30,M,10,20,,30,
2021,157470203,142942178,4,5,3,6,,41,38,M,10,20,R,38,
2021,151361714,137607113,1,4,,,,27,24,F,30,20,R,24,
2021,151361715,137607114,1,8,,,,104,NS,X,99,50,,,
2021,151361716,137607115,1,4,,,,67,64,F,10,20,R,64,
2021,151361717,137607116,1,1,,,,104,NS,X,99,50,,,
2021,159323185,144574745,1,1,,,,104,NS,X,99,50,,,
2021,152387894,138503354,1,4,,,,44,41,F,10,20,R,41,
2021,159323186,144574746,1,4,,,,48,45,F,10,20,R,45,
2021,153980016,139889128,1,8,,,,104,NS,X,99,50,,,
2021,151361722,137607121,1,4,,,,51,48,M,10,20,R,48,
2021,151361723,137607121,2,1,,,,104,NS,X,99,50,,,
2021,152387895,138503355,1,8,,,,104,NS,X,99,50,,,
2021,151361725,137607123,1,4,,,,38,35,M,10,20,R,35,
2021,152388236,138503638,1,4,,,,38,35,M,10,20,R,35,
2021,151361726,137607124,1,1,,,,104,NS,X,99,50,,,
2021,151361727,137607125,1,4,,,,40,37,F,20,20,R,37,
2021,159323187,144574747,1,1,,,,104,NS,X,99,50,,,
2021,152387897,138503357,1,4,,,,29,26,F,10,20,R,26,
2021,153980017,139889129,1,4,,,,54,51,F,10,40,R,51,
2021,151361732,137607130,1,4,,,,34,31,F,10,20,R,31,
2021,151361733,137607131,1,4,,,,67,64,M,10,20,R,64,
2021,155253811,141004025,1,4,,,,40,37,M,10,40,R,37,
2021,151361735,137607133,1,4,,,,19,16,M,10,20,R,16,
2021,151361736,137607133,2,4,,,,19,16,M,10,40,R,16,
2021,159323188,144574748,1,1,,,,104,NS,X,99,50,,,
2021,151361738,137607135,1,1,,,,104,NS,X,99,50,,,
2021,151361739,137607135,2,4,,,,52,49,F,40,40,N,49,
2021,157470205,142942180,1,1,,,,104,NS,X,99,50,,,
2021,152387898,138503358,1,8,,,,104,NS,X,99,50,,,
2021,152387899,138503358,2,4,,,,22,19,F,10,50,N,19,
2021,155253812,141004026,2,1,,,,104,NS,X,99,50,,,
2021,151361744,137607139,1,4,,,,58,55,M,10,20,R,55,
2021,155253815,141004029,1,1,,,,104,NS,X,99,50,,,
2021,155253816,141004029,2,8,,,,104,NS,X,99,50,,,
2021,152387900,138503359,1,1,,,,104,NS,X,99,50,,,
2021,151361748,137607142,1,4,,,,74,71,M,10,20,R,71,
2021,151361749,137607142,2,4,,,,75,72,F,10,20,R,72,
2021,152387902,138503361,1,4,,,,31,28,M,20,20,N,28,
2021,152387903,138503361,2,4,,,,37,34,M,10,20,R,34,
2021,151361752,137607144,1,8,,,,104,NS,X,99,50,,,
2021,151361753,137607145,1,4,,,,17,14,M,10,20,R,14,
2021,152387904,138503362,1,8,,,,104,NS,X,99,50,,,
2021,156358401,141967371,1,8,,,,104,NS,X,99,50,,,
2021,156358402,141967371,2,1,,,,104,NS,X,99,50,,,
2021,159323189,144574749,1,4,,,,44,41,F,10,20,R,41,
2021,152387905,138503363,1,4,,,,19,16,M,10,20,R,16,
2021,151361759,137607150,1,4,,,,34,31,F,98,40,R,31,
2021,151361760,137607151,1,8,,,,104,NS,X,99,50,,,
2021,152387906,138503364,1,4,,,,43,40,M,10,20,R,40,
2021,152387907,138503364,2,4,,,,55,52,M,10,20,R,52,
2021,151361763,137607153,1,4,,,,45,42,M,10,40,R,42,
2021,151361764,137607153,2,4,,,,71,68,M,10,20,R,68,
2021,151361765,137607154,1,4,,,,55,52,M,10,40,R,52,
2021,155253818,141004031,1,8,,,,104,NS,X,99,50,,,
2021,155253819,141004031,2,4,,,,22,19,M,98,20,N,19,
2021,153980019,139889131,1,4,,,,31,28,M,10,20,R,28,
2021,151361769,137607157,1,8,,,,104,NS,X,99,50,,,
2021,157470932,142942784,1,4,,,,20,17,F,10,20,N,17,
2021,151361770,137607158,1,8,,,,104,NS,X,99,50,,,
2021,151361771,137607159,1,4,,,,21,18,M,10,20,R,18,
2021,153980020,139889132,1,8,,,,104,NS,X,99,50,,,
2021,153980022,139889134,1,8,,,,104,NS,X,99,50,,,
2021,153980023,139889135,1,8,,,,104,NS,X,99,50,,,
2021,155253821,141004033,1,8,,,,104,NS,X,99,50,,,
2021,155253823,141004035,1,4,,,,29,26,F,10,20,R,26,
2021,151361777,137607165,1,8,,,,104,NS,X,99,50,,,
2021,152387910,138503366,1,4,,,,41,38,F,20,20,R,38,
2021,151361779,137607167,1,4,,,,44,41,M,10,20,N,41,
2021,157470206,142942181,2,1,,,,104,NS,X,99,50,,,
2021,156358403,141967372,1,4,,,,22,19,M,10,20,R,19,
2021,151361791,137607179,1,1,,,,104,NS,X,99,50,,,
